Date Sampled,Address,1st Draw,2nd Draw,3rd Draw,4th Draw,5th Draw,6th Draw,7th Draw,8th Draw,9th Draw,10th Draw
10/1/2019,69XX N CHICORA AVE,5.41,5.51,5.83,5.76,5.58,5.94,16.80,21.20,18.10,16.90
8/26/2021,122XX S MORGAN ST,5.40,7.30,8.80,8.30,8.70,8.80,9.70,17.00,19.00,20.00
12/8/2021,13XX W CARMEN AVE,5.40,5.70,9.20,11.00,12.00,12.00,12.00,12.00,14.00,17.00
2/7/2022,48XX S LAVERGNE AVE,5.40,4.60,3.80,3.50,5.70,17.00,18.00,16.00,18.00,14.00
10/16/2019,58XX N KILBOURN AVE,5.40,5.69,5.52,4.95,6.67,8.38,9.90,11.20,15.20,19.60
8/18/2022,73XX W CLARENCE AVE,5.40,4.90,4.90,5.10,5.00,5.20,5.60,7.60,9.30,10.00
9/26/2018,3XX W WISCONSIN ST**,5.39,5.39,5.54,5.47,5.60,5.84,5.76,6.10,6.55,8.78
11/4/2022,47XX N LARAMIE AVE,5.39,1.26,1.63,1.54,1.43,1.62,1.74,1.66,1.47,1.32
1/23/2020,52XX N NORMANDY AVE,5.39,5.90,5.98,5.72,6.66,16.10,18.70,17.30,16.50,15.90
9/9/2021,81XX S SPAULING AVE,5.39,5.38,5.53,6.80,11.80,14.10,14.40,14.30,14.10,12.60
5/4/2023,37XX N LAWNDALE AVE,5.38,6.02,9.44,14.90,15.50,16.60,16.70,12.90,11.40,10.40
4/7/2022,45XX N SACRAMENTO AVE,5.38,7.05,7.69,9.25,10.60,10.90,10.70,10.00,8.20,6.99
6/28/2023,72XX W EVERALL AVE,5.38,5.57,5.66,6.26,7.21,6.93,7.42,10.70,16.30,16.30
12/23/2019,59XX N EAST CIRCLE AVE,5.37,12.80,7.80,7.12,7.21,6.49,5.75,5.79,7.59,9.70
12/7/2018,79XX S CARPENTER ,5.37,5.79,5.74,6.55,7.29,7.41,8.48,9.46,9.81,10.50
6/4/2018,18XX N DAYTON ST******,5.36,5.32,5.14,4.74,4.49,4.31,4.65,4.92,6.20,11.30
4/8/2017,20XX W 21ST ST,5.36,6.69,6.59,6.57,7.36,17.10,17.00,15.90,14.00,13.60
2/8/2019,46XX N KOSTNER ,5.36,5.94,7.42,7.84,7.86,8.24,8.41,8.36,8.06,6.51
12/30/2019,85XX S MARSHFIELD AVE,5.36,5.80,6.00,6.22,8.38,10.80,11.80,12.30,11.40,12.90
4/7/2022,96XX S MORGAN ST,5.36,5.08,4.26,4.35,4.58,10.60,15.20,13.90,12.70,11.50
3/13/2020,105XX S KEDZIE AVE,5.35,6.02,6.93,14.50,20.20,21.90,20.10,18.40,16.90,15.00
2/3/2023,19XX N DAYTON ST****,5.35,8.86,10.90,4.57,3.61,3.71,4.45,4.37,4.22,4.12
2/2/2023,53XX W ADDISON ST,5.34,6.64,8.22,13.00,12.80,13.00,13.00,12.60,11.40,10.60
6/9/2021,34XX N TRIPP AVE**,5.33,6.23,6.86,7.10,7.28,7.72,7.19,10.90,14.70,16.50
5/18/2019,51XX N SAYRE ,5.33,7.20,6.65,6.69,6.48,6.49,13.80,17.30,17.60,17.00
8/14/2023,XX E ELM ST,5.33,5.84,6.01,5.82,5.29,4.73,5.08,4.71,5.33,5.03
10/19/2020,65XX N SPOKANE AVE,5.32,24.80,18.00,19.00,19.30,20.90,21.30,19.50,19.60,17.80
12/15/2016,71XX W TALCOTT AVE,5.32,6.49,6.48,6.70,6.84,6.92,7.20,7.29,,
12/3/2016,21XX W 110TH PL**,5.31,5.22,13.90,29.00,30.70,28.30,25.60,25.00,24.80,23.60
5/17/2024,40XX N HAMLIN AVE,5.31,6.29,7.61,7.57,7.74,7.95,8.58,10.80,12.30,17.00
9/19/2022,105XX S CHRISTIANA AVE,5.30,5.90,7.50,18.00,14.00,15.00,14.00,14.00,13.00,13.00
2/1/2022,21XX W 19TH ST,5.30,8.00,6.90,3.80,7.00,6.90,2.70,2.20,2.00,1.90
1/9/2023,22XX W MONROE ST,5.30,6.40,7.20,8.10,9.30,11.00,11.00,10.00,16.00,31.00
1/20/2017,43XX N HARDING AVE,5.30,8.44,9.10,7.88,11.70,15.80,31.50,37.20,21.30,21.70
9/2/2021,59XX S MAY ST,5.30,6.10,6.30,6.50,6.30,6.30,6.20,6.20,6.00,6.00
8/17/2022,85XX S INGLESIDE AVE,5.30,5.70,5.30,5.30,5.30,5.30,15.00,25.00,24.00,23.00
9/2/2022,85XX S ST LAWRENCE AVE,5.30,6.00,7.00,7.60,7.50,7.70,7.60,7.40,7.60,7.90
10/31/2018,14XX W LILL AVE,5.29,6.04,6.09,5.17,5.59,10.60,19.00,19.80,15.90,17.70
12/20/2023,78XX S SOUTH SHORE DR,5.29,8.08,6.11,5.43,4.46,4.18,6.40,11.80,13.50,14.20
6/10/2019,37XX W 103RD ST,5.28,5.24,5.41,6.09,8.81,15.30,17.60,18.10,18.70,18.60
10/14/2021,17XX N NASHVILLE AVE**,5.27,4.08,4.03,4.73,6.90,9.46,14.20,17.10,16.20,18.10
2/7/2019,48XX W CORNELIA ,5.27,14.10,7.71,8.71,7.34,7.28,17.10,23.50,21.80,17.90
12/23/2019,41XX N HARDING AVE,5.26,7.15,7.41,7.66,7.95,8.19,8.75,9.32,8.76,8.57
10/13/2021,37XX W 50TH PL,5.25,7.36,7.34,6.96,7.28,7.63,7.55,8.46,7.82,6.97
1/21/2020,110XX S EBERHART AVE,5.24,5.64,5.85,5.82,5.71,5.88,6.04,6.58,6.32,5.57
11/9/2022,29XX W JEROME ST,5.24,5.88,6.18,5.00,5.63,7.24,8.76,8.57,8.32,9.16
11/15/2021,14XX W FARRAGUT AVE,5.23,6.26,8.30,12.70,15.30,14.80,13.50,12.50,12.30,12.10
7/10/2019,16XX N MOBILE ,5.23,5.30,5.32,5.71,6.06,10.40,17.60,19.10,19.20,18.50
8/29/2023,1XX W 83RD ST,5.23,5.74,8.72,7.65,8.95,9.19,8.58,9.01,8.85,9.27
10/28/2019,45XX N HARDING ,5.23,5.16,4.89,5.49,5.34,7.35,10.30,14.00,11.60,12.00
5/10/2019,49XX N WINCHESTER ,5.23,7.75,11.00,12.80,18.50,17.90,16.90,15.90,13.40,11.10
7/15/2019,58XX N OVERHILL ,5.23,4.63,5.31,7.65,7.54,7.32,7.68,9.42,13.40,14.90
11/29/2021,59XX S KOSTNER AVE,5.22,4.56,6.85,8.83,10.30,9.75,9.70,8.56,7.34,6.46
8/27/2019,115XX S AVENUE H ,5.21,5.77,7.62,7.24,7.66,9.98,20.10,18.00,16.70,16.70
12/22/2023,40XX N MASON AVE,5.21,4.41,4.73,5.67,6.12,6.64,7.87,8.05,11.10,14.60
12/9/2021,55XX S MASON AVE,5.21,6.55,7.03,6.55,7.94,10.40,10.10,10.10,10.80,12.20
7/29/2019,75XX N OTTAWA ,5.21,6.37,7.15,6.58,6.24,6.22,12.80,21.50,21.30,19.80
6/21/2021,107XX S WALLACE ST,5.20,8.60,9.00,9.00,9.40,11.00,10.00,9.70,8.80,9.00
7/17/2019,13XX E 55TH PL,5.20,8.37,12.60,13.70,12.20,11.90,11.40,11.20,10.30,7.89
12/1/2021,33XX N NEWLAND AVE,5.20,6.20,7.30,7.30,7.60,7.80,8.80,9.90,12.00,12.00
9/8/2022,59XX W NEWPORT AVE,5.20,5.00,4.80,5.60,6.00,5.90,8.30,13.00,11.00,11.00
5/28/2021,81XX S MANISTEE AVE,5.20,5.50,6.30,7.10,6.70,8.80,17.00,14.00,15.00,15.00
2/18/2020,113XX S TRUMBULL AVE,5.19,5.74,5.47,5.62,5.96,6.00,6.77,6.91,6.74,5.98
9/30/2020,68XX S MARSHFIELD AVE,5.19,8.64,9.96,10.60,10.50,10.30,10.50,9.90,10.40,10.30
12/2/2021,7XX N LATROBE AVE,5.19,5.86,6.01,5.62,5.55,5.35,6.06,11.10,12.80,11.70
6/19/2019,34XX W 116TH ST,5.18,8.91,11.80,10.00,13.40,29.60,33.20,28.40,27.80,28.40
12/2/2019,54XX S NEW ENGLAND AVE,5.18,6.97,12.80,7.74,7.48,9.38,11.50,15.10,17.40,15.60
12/7/2023,57XX S NAGLE AVE,5.18,3.64,3.01,3.49,3.02,3.59,4.78,7.31,7.33,7.17
3/9/2022,59XX N NEWBURG AVE,5.18,20.50,19.20,24.40,29.90,25.20,24.20,23.10,16.90,13.50
8/3/2021,15XX N KEDZIE AVE,5.17,5.63,5.90,7.00,7.14,7.38,7.47,7.12,6.77,6.18
1/16/2018,17XX N RUTHERFORD AVE****,5.17,7.93,8.60,9.27,6.62,7.34,7.77,7.35,7.56,6.82
4/15/2022,35XX W 73RD ST**,5.17,6.88,7.05,8.64,10.30,9.75,8.64,7.12,5.93,5.43
11/18/2020,99XX S LEAVITT ST,5.17,9.04,11.80,13.90,16.60,15.80,15.10,14.20,13.30,11.50
7/11/2019,88XX S UNION ,5.16,5.62,7.04,8.11,10.90,12.10,11.70,11.60,16.50,28.20
6/26/2023,97XX S CALUMET AVE,5.16,8.71,8.81,7.09,6.82,7.76,15.00,18.10,16.90,15.60
1/16/2019,68XX N WAUKESHA ,5.15,5.58,5.72,5.97,5.98,6.31,7.41,8.74,12.80,16.80
10/25/2022,68XX S LANGLEY AVE,5.15,5.35,5.13,6.51,8.05,9.39,10.00,10.00,11.00,10.80
12/12/2019,118XX S CAMPBELL AVE,5.14,5.15,6.36,8.12,12.40,12.10,10.20,11.10,12.40,12.70
4/18/2023,59XX N NEWARK AVE,5.14,5.16,5.73,5.75,5.88,6.40,6.31,6.08,6.10,6.94
12/18/2019,17XX W 105TH ST,5.12,6.05,6.18,6.02,5.80,5.93,5.93,6.00,5.90,5.55
9/29/2021,48XX N CALIFORNIA AVE,5.12,6.73,8.35,11.30,11.80,14.00,14.60,19.20,23.40,21.90
2/8/2019,59XX N KOSTNER ,5.12,6.19,6.61,7.08,8.46,8.79,8.78,9.59,9.97,11.00
11/7/2019,61XX N MAPLEWOOD ,5.12,5.76,6.26,5.99,5.72,5.39,4.71,6.91,15.10,16.30
4/4/2019,88XX S CREIGER ,5.12,6.34,7.82,12.20,15.00,18.40,19.60,21.20,23.10,25.60
11/16/2023,99XX S HOXIE AVE,5.12,5.41,5.80,7.20,7.59,8.14,7.71,7.96,8.18,8.16
8/13/2021,52XX S LUNA AVE,5.11,10.10,10.50,16.60,32.80,24.70,18.40,19.20,17.50,17.40
2/25/2020,63XX N NEENAH AVE,5.11,8.19,13.00,12.70,14.70,18.40,15.10,13.20,12.80,12.40
4/27/2023,86XX S STATE ST,5.11,4.01,3.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2/15/2023,108XX S MORGAN ST,5.10,6.84,9.33,6.99,6.41,6.20,6.62,6.76,7.42,8.37
6/16/2021,15XX E 86TH ST,5.10,5.20,6.00,5.10,6.90,6.80,6.70,10.00,16.00,17.00
1/6/2023,16XX N RUTHERFORD AVE,5.10,6.10,9.40,12.00,9.00,7.70,9.20,11.00,14.00,18.00
2/1/2022,26XX W WILSON AVE,5.10,3.90,3.90,3.80,3.50,3.10,2.90,2.80,2.60,2.30
12/6/2021,31XX N CLIFTON AVE,5.10,6.90,6.70,9.00,13.00,14.00,16.00,19.00,25.00,25.00
8/1/2023,39XX N LEAVITT ST,5.10,5.23,8.78,13.10,14.40,11.60,10.00,7.76,4.69,3.90
8/3/2023,3XX W WISCONSIN ST**,5.10,4.66,4.74,4.77,4.96,5.17,5.41,5.55,6.10,8.75
12/19/2023,48XX S WOODLAWN AVE,5.10,5.58,5.84,5.64,5.13,5.53,6.16,6.37,6.62,6.21
8/12/2021,52XX W LELAND AVE,5.10,8.28,7.27,15.10,13.80,14.40,15.00,13.20,11.00,11.00
8/13/2021,58XX N VIRGINIA AVE,5.10,4.62,14.00,23.00,25.30,26.90,25.20,20.80,18.40,19.20
10/26/2021,93XX S LEAVITT AVE,5.10,6.40,6.60,7.10,8.40,9.00,11.00,13.00,14.00,15.00
10/29/2019,104XX S ALBANY ,5.08,5.69,5.12,6.48,6.87,16.30,17.60,16.30,17.50,13.40
11/5/2019,19XX N BISSELL ,5.08,7.02,10.20,11.60,15.70,14.40,13.30,12.20,11.70,12.10
1/23/2019,57XX W HIGGINS ,5.08,7.10,9.30,10.70,11.00,10.10,9.34,8.64,8.28,8.42
4/6/2019,65XX N OXFORD ,5.08,6.14,4.98,5.06,4.66,4.98,5.09,5.43,5.36,5.21
2/27/2024,8XX W LILL AVE,5.08,5.65,5.78,6.07,6.20,6.30,6.32,6.40,6.92,7.19
8/3/2021,30XX N MANGO AVE,5.06,2.09,4.33,4.33,4.49,8.80,7.32,6.02,5.90,6.86
3/27/2023,62XX N LA CROSSE AVE,5.06,3.84,3.85,5.09,5.01,5.27,4.88,5.45,9.66,8.42
9/26/2019,65XX N WASHTENAW AVE,5.05,5.02,5.85,6.28,6.84,12.60,14.70,16.00,16.50,17.40
8/31/2021,54XX W HENDERSON ST,5.04,5.74,6.54,6.90,7.02,12.40,19.10,18.40,18.10,20.60
6/20/2019,58XX N BERNARD ,5.03,5.19,3.85,3.38,15.00,3.62,3.99,3.68,3.29,3.11
10/4/2019,116XX S MAY ST,5.02,4.14,4.10,6.13,6.46,7.22,8.75,11.80,12.40,12.30
12/19/2018,16XX W HOLLYWOOD ,5.02,7.62,11.80,11.00,8.73,9.09,9.69,10.80,12.20,12.50
8/9/2021,44XX N MASON AVE,5.02,6.39,9.31,10.50,14.80,17.00,14.00,15.00,17.30,16.90
7/5/2024,48XX N WASHTENAW AVE,5.02,4.95,4.00,4.69,4.59,5.01,9.28,12.60,23.40,23.40
12/1/2022,14XX E 56TH ST,5.01,6.83,6.87,7.08,7.65,7.44,6.96,6.69,5.89,6.23
10/20/2021,2XX E 87TH ST,5.01,5.88,5.53,4.48,4.07,8.12,17.80,19.90,19.10,15.60
8/2/2021,27XX W 15TH PL,5.00,5.20,5.90,7.40,10.00,9.30,8.70,8.30,7.70,7.40
9/13/2022,33XX N HOYNE AVE,5.00,7.30,8.50,8.90,9.00,9.10,9.10,9.10,9.20,11.00
6/10/2022,39XX N TRIPP AVE,5.00,6.50,6.70,6.80,6.90,7.00,7.10,7.10,7.10,9.60
11/22/2021,39XX W 105TH ST,5.00,7.10,8.30,11.00,12.00,14.00,13.00,12.00,11.00,11.00
12/13/2022,57XX W ERIE ST,5.00,6.70,6.40,5.70,5.20,4.90,6.00,16.00,21.00,15.00
7/19/2022,60XX W EDDY ST,5.00,6.60,6.30,5.80,5.70,5.30,4.30,3.70,3.30,3.00
4/22/2022,XX W 123RD ST,5.00,8.59,8.85,8.52,10.70,15.00,11.40,10.50,8.20,6.02
3/14/2024,19XX W 34TH PL,4.99,8.71,11.90,42.70,10.10,11.80,30.20,53.40,36.90,34.90
2/14/2020,52XX S NEW ENGLAND AVE,4.99,4.82,4.35,4.17,4.20,4.40,4.74,4.61,4.47,4.12
7/26/2021,81XX S JEFFERY BLVD,4.99,8.25,7.29,9.30,8.57,16.30,28.00,31.20,27.80,22.90
5/3/2019,56XX S ARTESIAN ,4.98,7.91,9.73,10.10,9.41,9.12,8.88,13.40,20.50,21.90
3/13/2020,39XX N FRANCISCO AVE,4.97,5.38,5.87,7.08,7.23,7.21,7.64,10.80,13.10,12.40
12/20/2023,57XX N OKETO AVE,4.97,5.31,6.58,5.63,6.05,6.42,9.83,14.20,13.50,12.40
1/10/2024,93XX S MAY ST,4.97,3.95,2.91,3.34,5.26,13.20,8.80,20.00,12.10,7.92
6/28/2021,101XX S ST LAWRENCE AVE,4.96,2.38,2.81,4.38,3.58,3.89,4.43,7.31,10.50,11.70
10/24/2019,21XX N KILDARE ,4.96,8.34,8.78,9.96,9.72,11.20,10.90,10.40,9.80,9.22
8/5/2021,94XX S CALUMET AVE,4.96,5.62,5.73,6.59,7.93,11.00,12.70,13.00,13.50,13.10
12/16/2021,29XX W BALMORAL AVE,4.95,4.13,12.80,17.70,17.60,17.80,16.10,14.70,14.10,13.00
3/24/2023,34XX N LAWNDALE AVE,4.95,4.78,4.99,6.49,12.80,13.80,13.50,14.80,13.20,10.60
9/20/2019,40XX N PLAINFIELD AVE,4.95,8.62,6.92,10.60,14.00,28.60,17.90,13.50,12.40,11.30
8/17/2021,50XX W OAKDALE AVE,4.95,5.73,5.66,5.25,5.45,9.46,17.00,17.50,20.00,20.00
6/9/2021,72XX S CALUMET AVE,4.95,6.49,7.16,8.18,17.70,21.90,22.00,21.90,19.70,23.70
2/10/2020,82XX S ANTHONY AVE,4.95,7.16,12.80,12.20,8.55,11.20,13.50,13.80,14.20,13.60
9/3/2019,20XX W CULLERTON ,4.94,5.52,7.81,7.15,6.50,7.07,5.87,5.31,5.13,4.84
5/21/2021,29XX E 89TH ST,4.94,5.21,4.28,4.00,3.93,3.81,3.63,3.71,3.48,3.47
9/17/2019,55XX N WAYNE AVE,4.93,5.17,6.19,6.12,5.84,5.55,6.00,11.10,13.80,15.30
10/20/2021,59XX N NEWBURG AVE,4.93,4.93,6.07,7.22,8.82,8.86,9.46,17.70,19.80,20.80
6/3/2021,66XX N WASHTENAW AVE,4.93,5.76,5.81,5.75,5.76,5.90,8.76,11.80,19.10,22.90
8/24/2023,20XX N HALSTED ST,4.92,4.16,4.28,4.49,4.12,4.70,4.88,4.73,5.86,6.52
1/15/2019,37XX N SACRAMENTO ,4.92,6.91,8.97,8.06,11.10,11.20,11.50,12.00,10.70,9.15
2/7/2017,52XX W ARGYLE ST,4.92,12.50,4.33,6.02,5.73,5.15,4.30,4.04,5.00,5.51
11/13/2019,53XX S KIMBARK ,4.92,4.98,4.18,4.49,3.72,3.98,3.49,2.98,2.93,2.48
9/8/2023,5XX E BOWEN AVE,4.92,5.02,4.65,6.27,6.76,6.73,6.70,7.16,7.45,8.97
10/8/2019,32XX N NOTTINGHAM AVE,4.90,6.86,7.12,6.35,6.38,7.04,10.10,14.00,15.60,23.40
9/9/2022,38XX N NORDICA AVE,4.90,5.80,5.90,9.90,14.00,18.00,17.00,20.00,23.00,25.00
8/25/2021,50XX W WAVELAND AVE,4.90,5.25,5.45,5.58,5.32,5.32,5.05,4.99,9.57,18.30
9/7/2022,55XX S HARPER AVE,4.90,8.60,9.10,12.00,15.00,38.00,27.00,19.00,18.00,18.00
10/7/2021,58XX W EASTWOOD AVE,4.90,5.33,5.26,5.01,5.01,5.40,6.06,8.64,19.40,24.60
12/13/2021,62XX S NEENAH AVE,4.90,5.50,5.80,13.00,16.00,21.00,21.00,20.00,19.00,18.00
1/21/2020,39XX N OAKLEY AVE,4.89,4.38,3.73,4.02,4.36,4.17,3.77,3.92,3.67,3.24
12/15/2023,17XX N LATROBE AVE,4.88,6.03,5.65,12.40,4.58,4.28,4.68,5.04,5.17,4.41
11/4/2020,55XX W ARDMORE AVE,4.88,6.07,8.16,7.61,7.15,6.77,11.00,19.10,23.30,23.60
3/28/2022,63XX N KIRKWOOD AVE,4.88,5.36,5.84,6.57,7.95,7.75,6.74,8.23,13.90,15.10
8/26/2019,66XX S ROCKWELL ST,4.88,4.54,5.11,6.00,6.07,7.69,9.27,15.10,19.30,20.90
6/7/2021,89XX S MACKINAW AVE,4.88,4.97,7.43,8.79,9.08,14.10,16.00,14.80,14.50,13.10
4/20/2019,52XX W GEORGE ,4.87,9.54,10.80,10.80,10.20,9.57,10.20,9.71,11.30,14.40
7/15/2019,111XX S MAPLEWOOD ,4.86,4.02,5.90,4.49,4.88,4.78,8.68,19.30,19.90,19.00
11/12/2019,110XX S MILLARD ,4.85,9.89,9.99,9.20,8.04,5.96,4.70,4.45,4.24,3.54
12/16/2019,34XX W WRIGHTWOOD AVE,4.85,4.24,4.35,4.04,4.21,9.06,13.60,19.20,16.20,10.10
9/23/2019,4XX E 91ST PL**,4.85,10.00,10.50,9.41,9.60,10.80,11.80,13.00,14.00,14.70
10/24/2019,55XX N MOBILE ,4.85,5.09,5.68,6.23,6.09,6.68,8.52,11.40,18.40,19.60
4/25/2022,86XX S UNIVERSITY AVE,4.85,6.84,5.93,5.99,7.09,13.60,7.86,7.56,8.54,8.33
10/26/2019,25XX N MONT CLARE ,4.84,4.76,4.36,4.29,3.99,3.86,4.17,6.04,10.60,12.80
12/6/2018,51XX N NEWCASTLE ,4.84,5.70,6.92,9.52,10.10,10.80,11.20,10.90,10.00,9.28
11/13/2017,34XX W 66TH PL,4.83,6.05,12.60,15.70,17.60,19.20,20.70,21.30,20.80,18.20
10/21/2019,44XX N RICHMOND ,4.83,5.12,6.11,5.52,5.70,5.74,6.47,11.30,14.80,16.50
9/28/2021,59XX W PATTERSON AVE,4.83,5.06,5.09,4.85,5.00,5.25,5.47,10.10,14.00,18.50
7/22/2021,60XX N LANDERS AVE,4.83,5.50,5.96,5.71,5.96,6.14,6.66,7.00,7.03,6.90
8/24/2023,20XX N HALSTED ST,4.82,4.88,5.10,5.93,6.14,6.39,5.77,6.35,7.84,7.73
8/24/2021,22XX W BIRCHWOOD AVE,4.82,6.05,6.32,7.00,16.70,15.60,14.30,18.80,27.40,32.70
11/8/2018,25XX W BELDEN AVE,4.81,8.29,13.20,11.60,10.40,12.40,10.70,9.74,6.10,5.14
11/13/2023,30XX N HAMILTON AVE,4.81,5.68,5.55,5.86,5.22,4.90,4.52,4.63,4.52,4.63
12/15/2023,42XX N LOWELL AVE,4.81,5.09,5.66,7.95,12.50,13.30,12.20,12.30,10.90,10.70
7/7/2023,52XX N LIANO AVE,4.81,8.29,11.50,11.90,14.30,18.70,21.80,21.30,20.90,20.80
8/29/2022,20XX W 82ND ST,4.80,7.00,7.70,11.00,11.00,11.00,8.20,8.90,20.00,20.00
3/17/2022,45XX N BEACON ST,4.80,5.80,7.60,7.60,7.20,7.20,7.20,14.00,14.00,10.00
9/17/2021,51XX N CENTRAL PARK AVE,4.80,3.85,3.92,5.21,5.47,4.61,4.74,4.65,5.05,4.94
11/10/2021,54XX N MELVINA AVE,4.80,5.30,5.80,5.60,5.90,6.00,6.10,13.00,17.00,13.00
1/26/2022,56XX N PARKSIDE AVE,4.80,5.80,7.20,6.90,6.40,6.30,6.30,6.40,7.00,8.00
5/20/2022,59XX W 64TH PL,4.80,7.50,10.00,8.60,6.80,7.90,8.90,7.80,7.10,6.50
9/27/2021,6XX E 33RD PL,4.80,4.90,6.00,7.80,9.30,10.00,9.50,9.20,9.00,9.30
3/16/2016,93XX S BENNETT AVE,4.80,4.41,7.92,9.22,9.84,10.60,11.80,11.90,10.90,10.10
11/24/2021,118XX S MAPLEWOOD AVE,4.79,2.62,1.39,5.74,0.50,0.50,0.50,0.50,0.50,0.50
5/1/2023,38XX N PONTIAC AVE,4.79,6.53,5.95,5.18,6.01,8.18,7.87,14.80,17.60,16.20
4/5/2022,48XX N MERRIMAC AVE,4.79,6.45,5.96,5.82,7.14,7.19,6.34,7.14,6.96,6.69
10/30/2019,18XX N LARRABEE ,4.78,8.75,9.98,8.48,5.68,3.25,1.59,1.18,1.20,1.11
11/12/2019,26XX W EASTWOOD ,4.78,6.42,8.20,7.94,7.27,6.68,5.90,5.55,5.39,4.21
11/13/2019,28XX N LAWNDALE ,4.78,4.97,5.82,5.62,5.78,5.59,7.04,13.60,14.90,13.50
6/11/2021,6XX N SAWYER AVE,4.78,6.15,9.50,9.56,9.44,8.68,8.23,7.40,6.90,6.07
12/1/2021,73XX S INDIANA AVE,4.78,5.02,4.21,3.80,4.10,4.32,4.44,5.46,7.75,8.15
8/21/2023,20XX N HALSTED ST,4.76,4.47,4.11,4.44,4.43,4.47,4.54,4.50,5.48,6.12
7/16/2016,32XX S CARPENTER ST,4.76,6.95,8.50,9.83,11.00,12.00,13.10,19.20,25.30,24.20
12/17/2018,34XX N PACIFIC AVE*******,4.76,4.10,4.86,5.74,10.50,11.00,19.10,22.40,21.70,21.70
8/17/2021,34XX W BEACH AVE,4.76,5.53,6.75,6.11,6.01,6.00,6.52,8.42,10.70,14.50
4/18/2022,41XX N MAPLEWOOD AVE,4.76,5.54,5.01,4.81,4.86,4.94,5.75,6.05,5.71,5.13
2/1/2024,45XX N KNOX AVE,4.76,6.68,6.63,8.13,14.00,13.00,12.50,12.50,13.60,13.30
8/13/2021,49XX W EDDY ST,4.76,13.90,32.60,56.20,54.80,55.60,52.00,47.60,87.60,73.70
6/21/2023,38XX N NEWLAND AVE,4.75,17.10,23.70,14.40,8.67,7.00,7.36,7.73,6.88,6.48
5/3/2022,107XX S HOYNE AVE,4.73,4.97,8.63,10.90,12.20,13.20,14.90,16.00,16.10,15.40
12/24/2019,79XX S KIMBARK AVE,4.73,6.56,7.78,9.10,7.99,10.20,10.00,12.90,10.60,10.30
3/9/2023,31XX W ARTHUR AVE,4.72,5.78,7.21,7.07,6.80,7.00,7.20,7.38,7.40,7.44
7/6/2022,32XX N  PANAMA AVE,4.72,5.45,6.14,5.78,8.71,13.60,18.00,19.70,18.70,23.40
11/7/2019,45XX N  RICHMOND AVE,4.72,5.76,6.18,6.55,11.20,15.30,11.10,10.40,10.40,9.95
3/3/2022,54XX N NATCHEZ AVE,4.72,4.94,5.62,6.95,7.40,7.74,8.06,8.88,10.50,13.20
1/17/2024,71XX S CRANDON AVE,4.72,10.30,7.42,7.34,8.83,10.00,12.80,17.30,13.30,11.00
11/12/2016,90XX S ESSEX AVE,4.72,6.01,3.25,4.27,11.40,18.30,19.00,17.90,18.40,20.00
5/16/2019,97XX S WINCHESTER AVE,4.72,4.69,5.66,12.00,17.40,13.10,11.90,11.40,11.50,11.20
10/8/2019,99XX S CALIFORNIA AVE,4.72,4.76,7.69,11.50,9.61,9.36,9.50,12.30,11.00,8.99
10/7/2019,24XX S LAWNDALE AVE,4.71,5.37,10.20,10.70,12.30,15.70,15.70,14.10,11.20,9.36
11/5/2019,26XX W 104TH ST,4.70,5.47,5.61,5.83,5.95,5.75,5.61,5.47,5.94,17.20
7/26/2022,29XX N MERRIMAC AVE,4.70,6.60,5.30,6.90,12.00,14.00,14.00,13.00,12.00,13.00
8/14/2018,30XX S FARRELL ST,4.70,4.94,5.62,7.46,12.40,15.60,15.20,14.10,14.00,10.80
12/1/2021,36XX W WRIGHTWOOD AVE,4.70,5.40,6.10,6.30,7.30,7.30,7.50,7.80,7.60,7.70
8/2/2021,66XX N MOZART AVE,4.70,7.20,8.80,6.00,6.40,6.30,6.30,6.90,5.80,5.70
3/9/2022,76XX S DR MARTIN LUTHER KING JR DR,4.70,6.20,9.60,9.90,10.00,10.00,10.00,10.00,9.60,8.80
7/1/2021,86XX S UNIVERSITY AVE,4.70,4.70,3.40,3.20,4.40,8.80,7.80,14.00,14.00,12.00
9/4/2019,116XX S LONGWOOD DR,4.69,7.52,6.10,4.84,5.04,5.69,5.92,9.82,10.40,9.44
7/2/2021,12XX E 50TH ST,4.68,5.02,5.38,8.58,7.20,8.41,8.71,9.22,10.20,13.00
2/26/2020,15XX W ROSCOE ST,4.68,4.86,4.72,4.82,4.89,4.78,5.00,4.99,6.60,15.20
4/27/2023,29XX S PRINCETON AVE,4.68,5.89,6.64,5.89,5.63,4.71,4.62,4.50,4.23,3.97
5/3/2023,3XX W CONCORD PL,4.68,10.10,8.28,6.31,4.66,8.32,3.98,2.95,3.01,2.77
10/4/2021,41XX N BELL AVE,4.68,4.52,4.39,5.56,11.20,17.60,11.50,10.20,11.70,25.80
12/23/2019,57XX S NATOMA AVE,4.68,3.19,2.93,2.84,2.92,3.84,11.30,11.40,8.84,7.90
8/10/2023,61XX N KILDARE AVE,4.68,5.50,5.10,7.80,8.10,7.66,10.30,23.80,34.90,32.40
12/9/2021,7XX W WRIGHTWOOD AVE,4.68,5.66,5.98,5.84,6.66,7.26,10.40,12.40,15.20,18.20
5/26/2016,95XX S PROSPECT AVE,4.68,6.35,11.30,21.50,16.50,36.70,25.60,33.40,15.70,26.60
